AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001347,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001348,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001349,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001350,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001351,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001352,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001353,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001354,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001355,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001356,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001357,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001358,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001359,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001360,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001361,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001362,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001363,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001364,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001365,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001366,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001367,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001368,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001369,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001370,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001371,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001372,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001373,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001374,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001375,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001376,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001377,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001378,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001379,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001380,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001381,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001382,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001383,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001384,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001385,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001386,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001387,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001388,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001389,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001390,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001391,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001392,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001393,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001394,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001395,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001396,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001397,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2003,Expired,2001398,RAILROAD CAR,Expired,2,,10/01/2001,09/30/2003
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001399,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001400,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001401,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001402,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001403,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001404,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001405,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001406,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001407,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001408,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001409,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
ALHAIFAH CORP,"797 6TH AVENUE
NEW YORK, NY 10001",122,AX,06/30/2006,License is Inactive,1018755,"GROCERY BEER, WINE PROD",License is Inactive,2,,07/01/2003,06/30/2006
"HERNANDEZ,ANTONIO J","252 10TH AVENUE
NEW YORK, NY 10001",122,A,10/31/2004,Expired,1018756,GROCERY STORE BEER,Expired,3,,11/01/2001,10/31/2004
ASSOCIATED DELI INC,"409S 8TH AVENUE
NEW YORK, NY 10001",122,A,08/31/2000,License is Inactive,1018757,GROCERY STORE BEER,License is Inactive,3,,09/01/1997,08/31/2000
CAFE 1186 INCORPORATION,"1186 BROADWAY
NEW YORK, NY 10001",122,A,12/31/2000,License is Inactive,1018758,GROCERY STORE BEER,License is Inactive,3,,01/26/1998,12/31/2000
"PAK,CHONG HO","168 W 25TH STREET
NEW YORK, NY 10001",122,A,01/31/2001,License is Inactive,1018759,GROCERY STORE BEER,License is Inactive,3,,02/26/1998,01/31/2001
DAVIDS TENTH INC,"433 W 34TH ST
NEW YORK, NY 10001",122,A,06/30/2018,License is Inactive,1018760,GROCERY STORE BEER,License is Inactive,3,,07/01/2015,06/30/2018
DON PEPI DELI INC,"PENN STATION MAIN CONCOURSE
NEW YORK, NY 10001",122,A,01/31/1999,License is Inactive,1018761,GROCERY STORE BEER,License is Inactive,2,,02/14/1996,01/31/1999
DONG JIN KIM,"34 W 35TH STREET
NEW YORK, NY 10001",122,A,02/28/2007,License is Inactive,1018762,GROCERY STORE BEER,License is Inactive,2,,03/01/2004,02/28/2007
DONG JIN KIM,"34 W 35TH STREET
NEW YORK, NY 10001",122,A,02/28/1998,Expired,1018763,GROCERY STORE BEER,Expired,2,,03/01/1995,02/28/1998
GOLDBERGS FAMOUS INC,"152 W 31ST STREET
NEW YORK, NY 10001",122,A,06/30/1998,License is Inactive,1018764,GROCERY STORE BEER,License is Inactive,4,,07/17/1995,06/30/1998
JAMES FOOD INC,"440 9TH AVE
NEW YORK, NY 10001",122,A,08/31/2004,License is Inactive,1018765,GROCERY STORE BEER,License is Inactive,3,,09/01/2001,08/31/2004
"HAN,JAMES","28 W 32ND STREET
NEW YORK, NY 10001",122,A,04/30/2002,License is Inactive,1018766,GROCERY STORE BEER,License is Inactive,1,,05/17/1999,04/30/2002
JATIN CORP,"131 W 35TH STREET
NEW YORK, NY 10001",122,A,06/30/2001,License is Inactive,1018767,GROCERY STORE BEER,License is Inactive,2,,07/01/1998,06/30/2001
"HON,JOUNG SOON","28 W 32ND STREET
NEW YORK, NY 10001",122,A,,License is Inactive,1018768,GROCERY STORE BEER,License is Inactive,4,,,
KING JAMES SUPERMARKET LTD,"231 9TH AVENUE
NEW YORK, NY 10001",122,A,06/30/2016,License is Active,1018769,GROCERY STORE BEER,License is Active,4,,07/15/2013,06/30/2016
KYUNG'S FRUIT STORE INC,"300 8TH AVENUE
NEW YORK, NY 10001",122,A,09/30/2013,License is Inactive,1018770,GROCERY STORE BEER,License is Inactive,3,,10/01/2010,09/30/2013
MAGNOLIA FOOD MARKET INC,"132 W 26TH STREET
NEW YORK, NY 10001",122,A,07/31/2004,Expired,1018771,GROCERY STORE BEER,Expired,3,,08/01/2001,07/31/2004
"RAHMAN,MOKLASUR","317 W 35TH STREET
NEW YORK, NY 10001",122,A,10/31/2002,License is Inactive,1018772,GROCERY STORE BEER,License is Inactive,3,,11/18/1999,10/31/2002
MSBD GROCERY CORP,"110 W 30TH STREET
NEW YORK, NY 10001",122,A,06/30/2000,License is Inactive,1018773,GROCERY STORE BEER,License is Inactive,2,,07/01/1997,06/30/2000
MYUNG HWA YOO,"4 W 32ND ST
NEW YORK, NY 10001",122,A,10/31/2001,Expired,1018774,GROCERY STORE BEER,Expired,3,,11/10/1998,10/31/2001
"ALI,NASSER","311 10TH AVENUE
NEW YORK, NY 10001",122,A,01/31/1999,License is Inactive,1018775,GROCERY STORE BEER,License is Inactive,3,,02/01/1996,01/31/1999
NEW AJUMMA INC,"5 W 31ST STREET
NEW YORK, NY 10001",122,A,06/30/1998,Expired,1018776,GROCERY STORE BEER,Expired,1,,07/01/1995,06/30/1998
OKSUNG CORP,"440 9TH AVENUE
NEW YORK, NY 10001",122,A,12/31/2001,License is Inactive,1018777,GROCERY STORE BEER,License is Inactive,2,,,12/31/2001
ORION FARM INC,"157 W 33RD ST
NEW YORK, NY 10001",122,A,12/31/2000,License is Inactive,1018778,GROCERY STORE BEER,License is Inactive,4,,,12/31/2000
S & H CATERING INC,"32 W 31ST STREET
NEW YORK, NY 10001",122,A,,License is Inactive,1018779,GROCERY STORE BEER,License is Inactive,3,,,
SHIL ENTERPRISES INC,"242 9TH AVENUE
NEW YORK, NY 10001",122,A,08/31/2010,License is Inactive,1018780,GROCERY STORE BEER,License is Inactive,2,,09/01/2007,08/31/2010
SMALL SILVER SPOON CORP,"168 W 25TH ST
NEW YORK, NY 10001",122,A,12/31/2002,Expired,1018781,GROCERY STORE BEER,Expired,4,,01/05/2000,12/31/2002
T & Y EMANUEL DELI INC,"138 W 32ND ST
NEW YORK, NY 10001",122,A,05/31/2003,License is Inactive,1018782,GROCERY STORE BEER,License is Inactive,2,,06/01/2000,05/31/2003
TAEJI CORPORATION,"152 W 31ST STREET
NEW YORK, NY 10001",122,A,07/31/1999,License is Inactive,1018783,GROCERY STORE BEER,License is Inactive,2,,08/09/1996,07/31/1999
"LEE,WON KOO","168 W 25TH STREET
NEW YORK, NY 10001",122,A,03/31/1999,License is Inactive,1018784,GROCERY STORE BEER,License is Inactive,4,,04/01/1996,03/31/1999
YANG H HONG,"28 W 32ND STREET
NEW YORK, NY 10001",ML2,A,05/17/1999,Expired,1018785,GROCERY STORE BEER,Expired, ,,05/17/1999,05/17/1999
"HONG,YANG H","28 W 32ND STREET
NEW YORK, NY 10001",122,A,08/31/2001,License is Inactive,1018786,GROCERY STORE BEER,License is Inactive,3,,09/01/1998,08/31/2001
YOUNG BAE CHA,"168 W 25TH ST
NEW YORK, NY 10001",ML1,A,02/27/1998,Expired,1018787,GROCERY STORE BEER,Expired, ,,02/27/1998,02/27/1998
"CHA,YOUNG BAE","168 W 25TH STREET
NEW YORK, NY 10001",122,A,12/31/1999,License is Inactive,1018788,GROCERY STORE BEER,License is Inactive,3,,01/15/1997,12/31/1999
"KIM,YOUNG","338 9TH AVENUE
NEW YORK, NY 10001",122,A,08/31/1999,License is Inactive,1018789,GROCERY STORE BEER,License is Inactive,1,,09/04/1996,08/31/1999
10TH AVENUE FARM INC,"460 W 34TH STREET
NEW YORK, NY 10001",122,A,04/30/2008,License is Inactive,1018790,GROCERY STORE BEER,License is Inactive,2,,05/01/2005,04/30/2008
152 DELI INC,"152 WEST 31ST ST
NEW YORK, NY 10001",122,A,07/31/2006,Expired,1018791,GROCERY STORE BEER,Expired,1,,08/01/2003,07/31/2006
27TH STREET GROCERY CORP,"153 W 27TH STREET
NEW YORK, NY 10001",122,A,12/31/2004,License is Inactive,1018792,GROCERY STORE BEER,License is Inactive,4,,01/01/2002,12/31/2004
39 SHANTA VARIETY INC,"39 W 32ND STREET
NEW YORK, NY 10001",122,A,,License is Inactive,1018793,GROCERY STORE BEER,License is Inactive,2,,,
GREATER NORTHEASTERN REST INC,"BATTERY MARITIME BLDG
NEW YORK, NY 10001",141,AW,06/30/1998,License is Inactive,1020072,WINE PRODUCT(AW),License is Inactive, ,,07/01/1997,06/30/1998
JO & YOO FARM INC,"297 7TH AVENUE
NEW YORK, NY 10001",141,AW,03/31/1999,License is Inactive,1020073,WINE PRODUCT(AW),License is Inactive, ,04/20/1998,04/01/1998,03/31/1999
34 & 7 REALOPP CORP,"162 W 34TH STREET
NEW YORK, NY 10001",141,AW,01/31/1998,License is Inactive,1020074,WINE PRODUCT(AW),License is Inactive, ,01/13/1997,02/01/1997,01/31/1998
41 MANABI FOOD CORP,"41 W 33RD STREET
NEW YORK, NY 10001",141,AW,03/31/2003,License is Inactive,1020075,WINE PRODUCT(AW),License is Inactive, ,03/10/1997,04/01/2002,03/31/2003
41 MANABI FOOD CORP,"41 W 33RD STREET
NEW YORK, NY 10001",141,AW,03/31/1999,License is Inactive,1020076,WINE PRODUCT(AW),License is Inactive, ,03/10/1997,04/01/1998,03/31/1999
A & BILL GROCERY CORP,"4 W 31ST STREET
NEW YORK, NY 10001",122,AX,05/31/2017,License is Active,1020193,"GROCERY BEER, WINE PROD",License is Active,4,,06/01/2014,05/31/2017
"SWELELH,ABDO Q","334 8TH AVENUE
NEW YORK, NY 10001",122,AX,05/31/2004,Expired,1020194,"GROCERY BEER, WINE PROD",Expired,4,,06/01/2001,05/31/2004
ABDO T SALEH ALOMARI,"364 9TH AVE
AKA 360 W 31ST ST
NEW YORK, NY 10001",ML1,AX,07/27/1999,Expired,1020195,"GROCERY BEER, WINE PROD",Expired, ,,07/27/1999,07/27/1999
"SALEH ALOMARI,ABDO T","360 W 31ST STREET
NEW YORK, NY 10001",122,AX,07/31/2000,License is Inactive,1020196,"GROCERY BEER, WINE PROD",License is Inactive,2,,08/01/1997,07/31/2000
"ALAWGAREY,ABDULLA ALI","374 8TH AVE
NEW YORK, NY 10001",122,AX,11/30/1999,License is Inactive,1020197,"GROCERY BEER, WINE PROD",License is Inactive,4,,12/01/1996,11/30/1999
OLYMPIA PLAZA DELI CORP,"753 6TH AVENUE
NEW YORK, NY 10001",122,AX,09/30/2008,Expired,1020198,"GROCERY BEER, WINE PROD",Expired,3,,10/01/2005,09/30/2008
ABSA GROCERY STORE INC,"409 8TH AVENUE
NEW YORK, NY 10001",122,AX,02/28/1998,License is Inactive,1020199,"GROCERY BEER, WINE PROD",License is Inactive,1,,03/01/1995,02/28/1998
AHMED ALI AHMED OMRAN,"409 8TH AVE
NEW YORK, NY 10001",122,AX,08/31/2002,License is Inactive,1020200,"GROCERY BEER, WINE PROD",License is Inactive,2,,08/27/1999,08/31/2002
AHMED S ALMULAIKI,"338 9TH AVE
NEW YORK, NY 10001",122,AX,06/30/2002,License is Inactive,1020201,"GROCERY BEER, WINE PROD",License is Inactive,3,,07/28/1999,06/30/2002
"ALMULAIKI,AHMED S","338 9TH AVENUE
NEW YORK, NY 10001",122,AX,12/31/2002,License is Inactive,1020202,"GROCERY BEER, WINE PROD",License is Inactive,2,,,12/31/2002
ALI M GHAITHI,"753 AVENUE OF THE AMERICAS
NEW YORK, NY 10001",ML1,AX,10/12/1999,Expired,1020203,"GROCERY BEER, WINE PROD",Expired, ,,10/12/1999,10/12/1999
ALI M GHAITHI,"753 AVENUE OF THE AMERICAS
NEW YORK, NY 10001",122,AX,04/30/2000,License is Inactive,1020204,"GROCERY BEER, WINE PROD",License is Inactive,2,03/16/1988,05/01/1997,04/30/2000
ALMADAT CORP,"774 AVENUE OF THE AMERICAS
NEW YORK, NY 10001",122,AX,05/31/2001,License is Inactive,1020205,"GROCERY BEER, WINE PROD",License is Inactive,3,02/07/1992,06/01/1998,05/31/2001
ANTHONY VERGATOS FOOD MRKT INC,"305 W 30TH STREET
NEW YORK, NY 10001",122,AX,06/30/1998,License is Inactive,1020206,"GROCERY BEER, WINE PROD",License is Inactive,4,,07/01/1995,06/30/1998
B G & H MARKET CORP,"403 8TH AVENUE
NEW YORK, NY 10001",122,AX,11/30/2002,License is Inactive,1020207,"GROCERY BEER, WINE PROD",License is Inactive,3,,12/01/1999,11/30/2002
BIG K DELI INC,"433 W 34TH STREET
NEW YORK, NY 10001",122,AX,06/30/1998,Expired,1020208,"GROCERY BEER, WINE PROD",Expired,1,,07/01/1995,06/30/1998
BLUE & WHITE FOOD STORES INC,"307 W 26TH STREET
NEW YORK, NY 10001",122,AX,10/31/2000,License is Inactive,1020209,"GROCERY BEER, WINE PROD",License is Inactive,1,,11/01/1997,10/31/2000
G & A GOURMET FOOD CORP,"374 EIGHTH AVENUE
NEW YORK, NY 10001",122,AX,04/30/2007,License is Inactive,1020210,"GROCERY BEER, WINE PROD",License is Inactive,4,,05/01/2004,04/30/2007
