AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001347,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001348,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001349,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001350,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001351,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001352,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001353,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001354,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001355,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001356,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001357,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001358,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001359,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001360,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001361,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001362,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001363,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001364,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001365,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001366,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001367,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001368,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001369,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001370,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001371,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001372,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001373,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001374,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001375,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001376,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001377,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001378,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001379,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001380,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001381,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001382,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001383,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001384,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001385,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001386,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001387,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001388,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001389,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001390,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001391,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001392,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001393,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001394,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001395,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001396,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001397,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2003,Expired,2001398,RAILROAD CAR,Expired,2,,10/01/2001,09/30/2003
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001399,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001400,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001401,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001402,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001403,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001404,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001405,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001406,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001407,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001408,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
AMTRAK N R P CORP,"PENN STATION
UNDER OPTION B
NEW YORK, NY 10001",250,RR,09/30/2017,License is Active,2001409,RAILROAD CAR,License is Active,2,,10/01/2015,09/30/2017
ALHAIFAH CORP,"797 6TH AVENUE
NEW YORK, NY 10001",122,AX,06/30/2006,License is Inactive,1018755,"GROCERY BEER, WINE PROD",License is Inactive,2,,07/01/2003,06/30/2006
"HERNANDEZ,ANTONIO J","252 10TH AVENUE
NEW YORK, NY 10001",122,A,10/31/2004,Expired,1018756,GROCERY STORE BEER,Expired,3,,11/01/2001,10/31/2004
ASSOCIATED DELI INC,"409S 8TH AVENUE
NEW YORK, NY 10001",122,A,08/31/2000,License is Inactive,1018757,GROCERY STORE BEER,License is Inactive,3,,09/01/1997,08/31/2000
CAFE 1186 INCORPORATION,"1186 BROADWAY
NEW YORK, NY 10001",122,A,12/31/2000,License is Inactive,1018758,GROCERY STORE BEER,License is Inactive,3,,01/26/1998,12/31/2000
"PAK,CHONG HO","168 W 25TH STREET
NEW YORK, NY 10001",122,A,01/31/2001,License is Inactive,1018759,GROCERY STORE BEER,License is Inactive,3,,02/26/1998,01/31/2001
DAVIDS TENTH INC,"433 W 34TH ST
NEW YORK, NY 10001",122,A,06/30/2018,License is Inactive,1018760,GROCERY STORE BEER,License is Inactive,3,,07/01/2015,06/30/2018
DON PEPI DELI INC,"PENN STATION MAIN CONCOURSE
NEW YORK, NY 10001",122,A,01/31/1999,License is Inactive,1018761,GROCERY STORE BEER,License is Inactive,2,,02/14/1996,01/31/1999
DONG JIN KIM,"34 W 35TH STREET
NEW YORK, NY 10001",122,A,02/28/2007,License is Inactive,1018762,GROCERY STORE BEER,License is Inactive,2,,03/01/2004,02/28/2007
DONG JIN KIM,"34 W 35TH STREET
NEW YORK, NY 10001",122,A,02/28/1998,Expired,1018763,GROCERY STORE BEER,Expired,2,,03/01/1995,02/28/1998
GOLDBERGS FAMOUS INC,"152 W 31ST STREET
NEW YORK, NY 10001",122,A,06/30/1998,License is Inactive,1018764,GROCERY STORE BEER,License is Inactive,4,,07/17/1995,06/30/1998
JAMES FOOD INC,"440 9TH AVE
NEW YORK, NY 10001",122,A,08/31/2004,License is Inactive,1018765,GROCERY STORE BEER,License is Inactive,3,,09/01/2001,08/31/2004
"HAN,JAMES","28 W 32ND STREET
NEW YORK, NY 10001",122,A,04/30/2002,License is Inactive,1018766,GROCERY STORE BEER,License is Inactive,1,,05/17/1999,04/30/2002
JATIN CORP,"131 W 35TH STREET
NEW YORK, NY 10001",122,A,06/30/2001,License is Inactive,1018767,GROCERY STORE BEER,License is Inactive,2,,07/01/1998,06/30/2001
"HON,JOUNG SOON","28 W 32ND STREET
NEW YORK, NY 10001",122,A,,License is Inactive,1018768,GROCERY STORE BEER,License is Inactive,4,,,
KING JAMES SUPERMARKET LTD,"231 9TH AVENUE
NEW YORK, NY 10001",122,A,06/30/2016,License is Active,1018769,GROCERY STORE BEER,License is Active,4,,07/15/2013,06/30/2016
KYUNG'S FRUIT STORE INC,"300 8TH AVENUE
NEW YORK, NY 10001",122,A,09/30/2013,License is Inactive,1018770,GROCERY STORE BEER,License is Inactive,3,,10/01/2010,09/30/2013
MAGNOLIA FOOD MARKET INC,"132 W 26TH STREET
NEW YORK, NY 10001",122,A,07/31/2004,Expired,1018771,GROCERY STORE BEER,Expired,3,,08/01/2001,07/31/2004
"RAHMAN,MOKLASUR","317 W 35TH STREET
NEW YORK, NY 10001",122,A,10/31/2002,License is Inactive,1018772,GROCERY STORE BEER,License is Inactive,3,,11/18/1999,10/31/2002
